"district","hour","cleduc1","cleduc2","cleduc3","cleduc4"
"019","8am",786.54902,2264.4916,2471.2347,2749.3172
"020","8am",1529.59276,2642.1374,1090.4443,286.5526
"021","8am",288.09424,1046.2959,837.3264,563.2533
"022","8am",171.18657,1713.5018,2174.0511,4378.4647
"023","8am",328.84078,1715.1253,2336.9981,3004.2542
"024","8am",306.67822,2748.8848,1354.7129,1107.1995
"025","8am",195.10737,948.4949,814.9686,3817.0018
"026","8am",278.30317,964.0152,1044.8856,2159.0802
"027","8am",43.63998,3200.2397,3224.6605,4417.3551
"028","8am",200.19137,2221.0382,3761.6806,2939.7779
"029","8am",159.09773,2283.9343,2178.4652,2582.8735
"030","8am",60.8028,1177.0549,1196.4568,1564.2985
"031","8am",784.79384,2178.5967,2008.4946,1010.6517
"032","8am",226.04811,2806.4973,4269.7767,1918.6962
"033","8am",368.69314,3324.314,3106.3174,1361.6993
"034","8am",43.72425,973.1259,1107.7589,1159.016
"035","8am",224.57286,2963.1982,2397.1031,2214.7389
"036","8am",156.95454,1379.4888,1722.1825,1418.1954
"037","8am",145.39175,3415.735,1816.83,1622.472
"038","8am",246.39783,809.7934,1397.2829,1472.99
"039","8am",63.48845,921.1147,1154.0803,1198.6595
"040","8am",525.62773,2474.7553,3280.517,3567.4455
"041","8am",148.69637,1307.3157,1285.8486,1690.4231
"042","8am",144.32149,709.5057,854.0433,628.6523
"043","8am",539.34591,1916.993,2303.8665,1950.5155
"044","8am",426.92356,1782.8028,1157.8682,919.6216
"045","8am",143.66315,1878.2868,1018.3157,854.4219
"046","8am",167.16044,1478.4191,1382.1487,800.5317
"047","8am",254.64609,2144.4655,2181.4656,1163.3175
"048","8am",437.3957,1573.5883,1167.8379,1012.6885
"049","8am",188.53068,1545.2355,1153.6203,805.9664
"050","8am",143.15252,909.5495,622.3697,332.4679
"051","8am",133.65766,971.9725,468.6278,452.5148
"052","8am",230.51563,1245.6395,1075.595,1248.811
"053","8am",564.15948,1861.6038,1044.159,1093.7521
"054","8am",427.9016,2081.0832,1278.5137,967.1396
"055","8am",264.50987,1288.3282,1376.3051,732.0035
"056","8am",471.22292,2610.4923,2226.5802,1042.9863
"057","8am",32.77686,728.7394,811.5442,945.7492
"058","8am",356.5495,3201.929,952.2706,479.0426
"059","8am",973.66192,5172.4394,2794.7899,1125.0898
"060","8am",681.47166,2510.0842,1646.4631,1173.2717
"061","8am",783.91144,2648.544,2366.1846,825.2264
"062","8am",133.3119,2711.8493,1493.7941,1434.4531
"063","8am",55.64557,607.8995,955.9102,754.2274
"064","8am",369.89064,1588.9016,1486.7112,1490.1957
"065","8am",554.08754,2535.368,1812.0052,1125.1185
"066","8am",348.03332,2100.7967,1481.6617,1418.1734
"067","8am",882.58758,3356.5718,2423.0645,709.2718
"068","8am",524.38955,3110.2757,2262.4712,730.2027
"069","8am",333.55308,1726.2412,1313.7905,437.5367
"070","8am",970.14241,4373.7103,2535.9707,1270.9635
"071","8am",1101.90722,5218.9644,1695.2697,985.7893
"072","8am",447.12487,3256.3686,1987.7472,726.7137
"073","8am",788.15629,5529.2184,3637.6585,1953.6749
"074","8am",1192.58727,4384.9303,2367.0497,1745.0393
"075","8am",1169.77584,6534.5557,2609.2161,2118.3768
"076","8am",920.20238,2489.0247,1435.7044,523.5433
"077","8am",1217.06408,2107.7323,1933.797,1143.2483
"078","8am",1335.13172,3511.1296,2629.4755,1734.4352
"079","8am",1558.99834,3685.6424,2580.0323,1317.2995
"080","8am",1617.14842,1702.0993,1437.7452,732.8522
"001","9am",78.57787,990.4557,1669.2163,3432.3529
"002","9am",50.61578,712.7717,1911.1158,2172.4563
"003","9am",518.01084,2978.4129,4079.0161,3903.0964
"004","9am",154.02801,1099.3566,1506.4596,1098.1265
"005","9am",132.4699,927.4811,1168.6345,1272.1658
"006","9am",500.69613,1168.5386,1756.0324,2920.9185
"007","9am",102.5343,916.8461,1261.0115,2151.1758
"008","9am",166.27973,676.7904,700.7833,669.5519
"009","9am",222.3786,3219.1624,3970.1105,3844.8965
"010","9am",94.94893,2072.2067,1533.2722,1461.8315
"011","9am",176.72023,3850.4526,2708.9331,1885.4448
"012","9am",439.41723,2275.9611,1636.584,1579.5272
"013","9am",465.75765,3083.6595,2228.9092,1803.9312
"014","9am",243.17625,3287.2911,2304.4641,1782.1749
"015","9am",50.07919,891.4018,750.9443,729.1638
"016","9am",320.87042,916.0016,1080.1931,1051.7802
"017","9am",223.26418,2579.1302,1588.8507,2952.2667
"018","9am",1363.15406,3748.1406,2079.7705,1985.2507
"019","9am",776.91865,2247.7312,2581.3273,2939.0952
"020","9am",1332.25298,2102.3744,973.1731,281.0381
"021","9am",256.78606,1061.3378,817.3864,522.5565
"022","9am",134.20303,1982.1806,2541.9107,4916.6084
"023","9am",453.9753,1788.5208,2572.2572,3213.4825
"024","9am",496.03977,3008.1973,1179.9539,1221.1074
"025","9am",195.10737,922.4836,1040.8081,4003.5151
"026","9am",278.30317,890.4057,1151.0153,2494.0749
"027","9am",37.75475,3055.9046,3470.5673,5325.4595
"028","9am",97.65707,2760.4041,4445.6493,3528.3676
"029","9am",159.09773,2288.3502,2307.5436,2670.9408
"030","9am",60.8028,1332.6805,895.6847,1275.4198
"031","9am",784.79384,1973.5439,1873.4969,985.2069
"032","9am",226.04811,3271.8183,4661.5069,2215.3146
"033","9am",357.77957,3686.6663,3109.7131,2116.2158
"034","9am",54.63782,1000.1891,1126.432,1048.0384
"035","9am",87.65059,3258.8168,2548.9461,2369.6296
"036","9am",122.34419,1577.6002,1588.4044,1313.17
"037","9am",145.39175,3337.7252,1659.7405,1991.2139
"038","9am",312.04444,971.0779,1390.9261,1488.1726
"039","9am",72.24364,724.7934,1044.1023,1196.649
"040","9am",554.96585,2708.4885,3389.9606,3765.1988
"041","9am",171.85589,1336.3005,1265.3372,2025.2486
"042","9am",144.32149,487.7328,938.7227,454.1212
"043","9am",595.03339,1962.2066,2247.4533,1858.017
"044","9am",426.92356,1838.4451,858.3217,961.1741
"045","9am",122.76671,1712.3133,995.3637,711.1583
"046","9am",141.758,1383.5484,1253.5682,730.1183
"047","9am",208.87912,2085.1987,2274.993,1535.3614
"048","9am",483.16267,1440.8912,1231.0928,633.2837
"049","9am",188.53068,1510.7297,991.0871,690.2156
"050","9am",170.40427,734.187,559.512,310.8653
"051","9am",133.65766,882.712,439.5899,413.9926
"052","9am",230.51563,1201.2728,1060.1704,1318.3791
"053","9am",468.92177,1522.3128,959.0848,886.6258
"054","9am",427.9016,2058.3629,1382.8936,1048.1471
"055","9am",264.50987,1195.1341,1085.0131,732.0035
"056","9am",415.53544,2571.4966,2260.6142,1110.2323
"057","9am",32.77686,830.5661,720.4945,950.6914
"058","9am",323.49027,2463.8592,817.7351,296.9527
"059","9am",1006.59197,5592.7835,3029.0686,1073.1147
"060","9am",682.10692,2525.99,1465.6058,1207.5207
"061","9am",750.34613,2379.1634,2248.5755,823.254
"062","9am",133.3119,2514.533,1267.1933,1328.8908
"063","9am",55.64557,474.6256,900.0632,579.2256
"064","9am",378.7483,1735.1248,1330.3718,1140.483
"065","9am",452.19286,2461.2231,1873.8148,1234.5413
"066","9am",406.85946,1887.1319,1399.7595,1420.5203
"067","9am",882.58758,3171.6166,2226.7551,755.8114
"068","9am",570.31067,2942.5559,2232.5159,759.4793
"069","9am",314.87933,1527.803,911.6464,393.4828
"070","9am",971.72893,4578.5693,2735.7798,1197.3269
"071","9am",968.89333,5120.5017,1458.7462,943.1357
"072","9am",701.42988,3090.3122,2099.7232,769.0254
"073","9am",857.45312,5980.6755,3642.7254,2126.6194
"074","9am",1192.58727,3721.0134,2196.5774,1590.0663
"075","9am",893.68996,7038.9286,3066.1731,2318.6427
"076","9am",920.20238,2410.7085,1375.5487,495.2958
"077","9am",1217.06408,2099.5017,1746.3565,983.1275
"078","9am",1278.96512,3439.3684,2903.8222,2079.2994
"079","9am",1500.34342,3849.284,2698.6731,1164.2741
"080","9am",1604.11078,1702.0993,1827.7009,616.5666
"001","10am",176.51087,1002.7818,1932.6236,3388.4649
"002","10am",30.03563,1053.6415,2415.811,2533.675
"003","10am",518.95323,3211.6054,3983.4763,3978.8648
"004","10am",154.02801,1042.0598,1133.3747,1057.2407
"005","10am",132.4699,726.1632,1202.6658,1352.7571
"006","10am",414.48737,1208.8336,2104.5587,3157.588
"007","10am",102.5343,930.104,1395.0375,1740.0893
"008","10am",166.27973,591.8782,566.743,569.1563
"009","10am",222.3786,3152.9331,4150.2099,4175.1466
"010","10am",94.94893,1862.6212,1186.6449,1476.271
