"district","hour","cleduc1","cleduc2","cleduc3","cleduc4"
"9513","7am",11249.567,13392.603,13573.615,9884.95
"7501","8am",10588.162,16423.392,22562.856,50192.749
"7502","8am",12546.703,16574.558,45051.644,71239.952
"7503","8am",16312.716,20867.636,27601.786,43878.488
"7504","8am",8667.462,16725.904,22871.487,37039.967
"7505","8am",15106.556,16801.894,23526.932,59402.218
"7506","8am",17458.083,21476.872,38216.43,45847.21
"7507","8am",19124.91,25002.034,43176.848,59822.818
"7508","8am",5383.115,15002.214,27684.727,60045.718
"7509","8am",23876.194,19570.967,47781.538,94926.305
"7510","8am",11686.905,16158.193,39169.282,63857.962
"7511","8am",17943.443,19017.984,40233.981,56313.579
"7512","8am",29748.348,20796.429,35373.361,62028.871
"7513","8am",40443.897,33895.558,23163.419,36850.631
"7514","8am",35390.358,26008.349,35696.806,37882.164
"7701","8am",16797.737,38812.348,29504.76,8375.905
"7702","8am",21082.341,32442.378,24812.821,24037.004
"7703","8am",15352.79,30137.382,17157.82,7007.155
"7704","8am",25492.8,17679.189,13450.587,5184.158
"7705","8am",10153.075,16859.629,7559.832,4249.173
"7706","8am",12848.939,16675.602,7638.961,1887.864
"7707","8am",18974.771,15816.224,5734.398,2137.537
"7708","8am",8361.461,21370.801,13860.049,9777.186
"7709","8am",13201.603,15306.595,13622.911,2561.671
"7710","8am",7742.137,15171.435,24868.736,9031.118
"7711","8am",22436.313,21546.972,13130.487,10385.171
"7712","8am",11793.647,21723.231,8825.194,5905.801
"7713","8am",11001.059,7760.891,4783.075,1340.972
"7714","8am",12982.341,17430.627,14277.969,8940.969
"7715","8am",10546.16,12537.701,3841.592,1492.664
"7716","8am",15038.361,24664.302,14369.7,4495.554
"7801","8am",12269.589,14283.586,12754.087,22140.52
"7802","8am",5840.212,10044.864,14883.43,21674.706
"7803","8am",9766.421,23122.354,23354.478,19533.739
"7804","8am",9842.458,8055.206,11879.443,8866.923
"7805","8am",9808.451,27255.836,20571.279,13726.791
"7806","8am",18862.991,30553.254,14508.66,7969.405
"7807","8am",14321.151,15079.033,8070.89,2651.18
"7808","8am",15498.077,17702.062,7463.865,3323.71
"7809","8am",10239.461,17850.843,13220.779,11411.632
"7810","8am",2303.819,6221.88,5751.23,3532.813
"7811","8am",8750.227,13968.297,20835.531,19078.904
"7812","8am",9934.98,30558.793,39546.785,50062.058
"7813","8am",5948.33,9400.611,8951.84,6198.356
"7814","8am",1784.295,6556.811,5072.288,3990.368
"7815","8am",5721.606,8957.733,9230.811,4061.922
"7816","8am",14028.583,30904.084,30497.68,20499.53
"9101","8am",12948.289,18391.904,16170.628,8310.47
"9102","8am",9053.55,12143.889,11625.579,6764.869
"9103","8am",16168.879,14642.291,12139.757,6015.656
"9104","8am",10071.046,12661.179,8212.351,6147.751
"9105","8am",13860.359,23175.625,15446.934,8677.279
"9106","8am",21539.306,25186.835,20058.603,7396.082
"9107","8am",18132.049,23176.996,15979.912,8157.22
"9108","8am",8960.436,16549.995,10492.269,7765.337
"9109","8am",12515.918,15904.702,20379.907,9985.515
"9110","8am",15568.914,15645.671,11149.821,6145.975
"9111","8am",14219.146,16477.294,15619.483,9084.452
"9112","8am",7870.503,12088.335,12269.693,6669.462
"9113","8am",8954.761,18323.724,21768.292,21589.534
"9114","8am",3311.523,7724.243,14483.827,11106.244
"9201","8am",24413.059,21546.484,30648.186,22100.214
"9202","8am",12322.857,21608.31,21000.662,16822.37
"9203","8am",20780.57,25706.033,40233.511,49253.533
"9204","8am",19085.778,30076.694,25429.993,16553.558
"9205","8am",10681.981,27487.7,27912.527,39333.79
"9206","8am",7410.922,22616.393,21817.506,34956.196
"9207","8am",3388.547,8067.818,25672.594,35677.642
"9208","8am",9999.249,16562.187,22959.706,33769.061
"9209","8am",19287.329,20478.404,38432.997,39536.584
"9210","8am",14333.349,22380.646,24036.809,45334.757
"9211","8am",15536.899,17844.737,18474.489,19327.106
"9212","8am",9014.638,18008.543,20739.791,19167.725
"9302","8am",12401.547,15313.14,6922.52,4778.474
"9303","8am",29536.834,25428.721,29279.374,18735.933
"9304","8am",36658.632,31156.231,20789.484,16495.794
